7.58363	8.11034
0.529839	4.99744
1.90523	1.24257
3.8561	9.55283
4.45844	2.98957
5.64228	9.87195
7.83924	4.09897
1.4181	4.06258
9.81161	3.68634
6.25856	7.69193
8.23324	6.05387
7.31439	2.91123
9.01711	0.64143
0.517722	1.35507
4.71161	8.09089
3.66395	0.0523509
9.86141	0.664327
5.34343	7.01319
0.646072	8.53762
1.8344	0.827778
2.45852	0.338629
1.33698	0.583757
1.19708	9.31875
0.288887	5.33126
2.43831	0.724996
5.01181	3.47903
2.11096	8.87444
2.64737	4.30711
9.55824	5.34536
9.48487	2.24446
2.57546	5.81826
7.42347	6.31219
8.92175	7.83591
8.16454	1.36927
3.27328	4.01076
8.86193	2.47061
3.58341	6.41096
8.98506	1.96253
4.24357	1.75925
7.78999	6.40955
5.32634	9.80586
7.13485	5.34296
9.06966	3.73724
1.80375	5.71001
8.06482	5.45317
1.46451	4.0153
5.11072	5.94849
6.21516	8.25373
0.433913	2.78329
8.76928	5.20658
6.98868	8.6829
3.49139	9.78155
8.56761	5.85838
1.72216	4.35582
8.2356	5.67408
4.21308	9.29431
9.44496	1.50411
9.50259	0.0201972
9.45429	8.2158
2.98036	0.969436
3.30336	9.63249
3.19576	1.19444
4.90481	5.17958
3.13228	4.21816
4.60173	1.33572
9.51603	5.94056
2.90799	4.58526
4.53254	8.39423
1.79305	5.86912
2.27713	1.6513
3.46706	0.909562
7.00156	5.23963
2.5046	4.83144
1.92895	9.90498
3.06215	5.47272
9.9924	2.32507
7.50077	5.46874
3.17838	8.96618
4.64098	0.946508
7.9619	5.63413
2.87057	5.70401
7.37342	4.99377
0.294958	7.35902
2.97504	1.50331
6.17812	5.62051
3.8372	1.7797
1.431	0.76512
9.37381	5.66337
4.27186	7.19217
8.78286	3.61197
6.32087	4.85427
5.63345	1.45957
0.978146	9.70155
3.92842	5.00747
0.486166	0.983707
3.16882	8.43248
4.68437	0.138176
2.3209	7.33706
3.93653	1.24068
2.18748	5.04689
3.08271	1.09575
6.29282	3.42039
6.50419	5.90864
6.44153	2.72845
7.00525	7.2784
8.08206	5.10389
1.0732	7.19155
8.44666	2.97054
5.9279	0.211535
5.27068	4.25178
9.62396	9.85863
3.9582	5.44673
3.12745	2.97528
5.54587	9.39183
8.43758	0.38984
2.04084	0.419511
0.720733	3.36602
2.63588	1.1934
7.52025	2.92153
2.14219	3.85312
9.39261	1.67432
0.250927	7.32227
5.38763	9.94937
9.03785	9.19528
5.08904	1.53145
9.01643	9.20585
2.7632	1.08249
3.48485	9.91428
9.25926	0.340923
9.89171	9.92797
9.4716	9.11764
0.219862	5.2125
6.44939	4.82512
5.72403	3.70459
3.05521	8.9715
3.99331	5.51231
5.47249	6.21978
5.84968	5.51126
7.75915	8.05925
1.88001	7.25418
0.998389	9.92243
6.27057	9.52914
6.23602	8.83798
9.85361	9.6484
0.67782	2.12594
0.669632	4.49783
4.98833	8.89807
9.86143	1.13007
3.1572	3.08591
4.91542	3.51592
2.09558	0.452889
1.69782	5.26774
4.91122	2.79239
1.66538	0.0665006
7.67518	6.83316
4.89682	0.824843
3.13087	0.54441
9.89251	3.46478
2.49148	4.30712
9.83404	0.737015
7.01643	5.07511
7.29291	1.93998
5.27575	9.50481
7.32709	6.41356
2.77775	5.60222
6.49208	2.33194
2.84995	9.10543
4.88771	7.69504
0.552596	7.48298
6.44931	3.62964
3.32689	4.99163
4.24756	8.77598
7.9776	9.44719
8.88699	3.69379
1.50982	5.56892
6.90832	8.10264
0.990123	0.989427
9.29386	1.85401
0.37263	2.78849
6.08424	7.85538
5.3218	3.4662
6.50325	0.133415
2.29886	6.86076
8.86684	4.99631
2.99813	9.62322
7.40664	3.39113
4.71095	7.00805
4.31754	4.91164
9.99609	4.3071
9.42926	7.60261
7.10916	3.69028
2.57139	7.37087
2.1282	8.62165
4.11698	4.09699
8.0503	1.38746
8.96438	4.26238
7.81419	3.01143
3.04156	9.54485
0.295139	0.402456
4.07472	3.74495
1.45492	2.81612
0.495985	6.01961
1.55345	8.75846
3.40026	8.11624
9.71647	4.68631
2.83949	3.23799
0.835052	4.71525
9.22713	0.303678
3.91905	7.47244
9.23308	0.354574
9.32587	9.90242
9.96256	0.819548
4.15124	9.80807
4.30736	3.79841
9.88822	1.33633
9.71293	5.20935
3.52622	5.25565
1.63849	8.1285
5.75307	1.92008
0.771326	3.6785
4.4888	3.30657
3.44136	8.89672
7.13428	5.91633
5.74997	9.79482
1.47936	3.55556
8.29366	1.62428
9.27898	1.87336
5.55835	9.20121
4.7775	5.4233
9.36395	9.84773
0.777409	5.90794
4.75433	6.03403
4.02157	0.449898
1.43876	1.16135
8.87736	1.72121
8.33086	6.72211
8.44056	0.548962
6.40967	7.37341
4.82973	3.26292
9.87146	9.66828
4.70202	6.79357
9.56535	4.83273
3.72703	0.267898
2.56158	2.40665
8.62972	9.64043
6.6363	6.26681
6.32088	4.96689
8.46223	4.62016
0.953544	6.2221
4.75111	1.97949
9.34944	6.05899
3.3996	7.02737
9.08596	7.72951
9.81357	6.64999
6.32231	9.08032
2.96438	2.3981
4.94251	8.71892
8.95215	8.79428
5.48535	2.25019
8.94664	6.10322
6.89912	3.50915
8.21471	4.62064
9.10299	3.89013
1.46101	5.18886
9.21841	3.88053
0.0175689	5.27976
6.84743	4.74819
2.85682	4.52989
3.91791	8.32757
1.49572	8.61542
9.37316	4.68626
2.00097	0.279365
5.28083	4.94012
8.54531	1.01645
3.55887	3.90667
9.41616	7.3577
0.913288	9.63232
0.335382	6.76363
6.27166	7.72936
7.36235	9.01474
0.735399	9.859
0.265626	4.38095
0.568709	8.2896
3.31784	2.97927
2.63468	1.04246
0.600233	8.11821
2.71502	1.40859
4.22762	3.54872
3.32117	8.90134
4.85381	7.97535
1.73387	1.17038
0.547462	1.18662
3.44364	7.3292
1.85825	1.63571
1.4338	7.90154
1.21811	2.72973
8.52691	1.72664
9.60151	2.51516
2.37168	0.868446
5.96634	6.26681
